Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,12.9,13.03,12.5,12.85,12.310994,6900
2017-01-04,12.85,13.75,12.51,13.6,13.029535000000001,13000
2017-01-05,13.55,13.85,13.5,13.8,13.221146,15100
2017-01-06,13.7,14.35,13.7,14.3,13.700173000000001,17300
2017-01-09,14.2,15.5,14.07,15.3,14.658226999999998,44600
2017-01-10,15.4,15.47,14.79,14.95,14.322907999999998,35500
2017-01-11,14.9,15.38,13.68,14.7,14.083393,11600
2017-01-12,14.7,14.7,13.8,13.85,13.269048999999999,3100
2017-01-13,13.85,14.15,13.75,13.75,13.173243,7700
2017-01-17,13.55,14.4,13.05,13.6,13.029535000000001,14900
2017-01-18,13.55,14.25,13.55,13.55,12.981632000000001,10300
2017-01-19,13.55,13.85,13.1,13.4,12.837924000000001,9800
2017-01-20,13.3,13.75,13.3,13.65,13.077437,12600
2017-01-23,13.5,13.8,13.5,13.55,12.981632000000001,7500
2017-01-24,13.55,13.89,13.31,13.5,12.933729,11500
2017-01-25,13.4,14.15,13.3,14.13,13.537304,13200
2017-01-26,14.1,14.25,13.7,14.1,13.508562,7700
2017-01-27,14.0,14.15,13.95,13.95,13.364854000000001,13100
2017-01-30,14.0,14.8,13.35,14.3,13.700173000000001,11300
2017-01-31,13.5,14.76,13.5,14.2,13.604366,11800
2017-02-01,14.1,14.15,13.95,14.1,13.508562,8800
2017-02-02,14.05,14.15,13.6,14.1,13.508562,10100
2017-02-03,14.0,14.45,14.0,14.25,13.652269,10600
2017-02-06,14.15,14.35,14.05,14.3,13.700173000000001,7000
2017-02-07,14.15,14.4,14.15,14.35,13.748076000000001,7600
2017-02-08,14.25,14.25,14.0,14.1,13.508562,6400
2017-02-09,14.0,14.2,14.0,14.1,13.508562,3400
2017-02-10,14.05,14.15,14.0,14.05,13.460659,6000
2017-02-13,13.85,14.05,13.55,13.55,13.169092000000001,7000
2017-02-14,13.45,14.5,13.45,14.3,13.898010000000001,14200
2017-02-15,14.2,14.25,13.6,14.0,13.606442999999999,4000
2017-02-16,13.95,14.38,13.87,14.1,13.703632,7600
2017-02-17,14.0,14.55,13.75,13.9,13.509254,72800
2017-02-21,13.9,14.55,13.7,14.3,13.898010000000001,37700
2017-02-22,14.3,14.98,14.22,14.6,14.189576,7900
2017-02-23,14.6,14.6,14.3,14.35,13.946604,4900
2017-02-24,14.3,14.4,14.0,14.05,13.655037,13400
2017-02-27,14.05,14.35,14.0,14.3,13.898010000000001,6400
2017-02-28,14.15,14.25,14.0,14.2,13.800820000000002,8800
2017-03-01,14.35,14.35,13.8,13.95,13.557848000000002,33400
2017-03-02,13.85,14.2,13.7,13.85,13.46066,42000
2017-03-03,13.8,13.8,13.45,13.6,13.217688,12500
2017-03-06,13.45,13.5,13.4,13.5,13.120498999999999,19300
2017-03-07,13.4,13.6,13.4,13.55,13.169092000000001,8400
2017-03-08,13.42,13.55,13.25,13.35,12.974715,12900
2017-03-09,13.25,13.35,13.25,13.3,12.926121,6100
2017-03-10,13.3,13.35,13.26,13.3,12.926121,6800
2017-03-13,13.22,13.55,13.15,13.55,13.169092000000001,15400
2017-03-14,13.45,13.7,13.3,13.5,13.120498999999999,4100
2017-03-15,13.6,13.6,13.2,13.3,12.926121,26900
2017-03-16,13.6,14.1,13.45,13.9,13.509254,35800
2017-03-17,13.8,14.25,13.8,14.2,13.800820000000002,15500
2017-03-20,14.1,14.5,14.1,14.5,14.092386,39400
2017-03-21,14.65,15.15,14.6,15.05,14.626926000000001,16700
2017-03-22,15.2,15.5,14.23,14.45,14.043792999999999,76100
2017-03-23,14.35,14.75,13.95,14.65,14.238171,5000
2017-03-24,14.5,15.0,14.2,15.0,14.578331,53800
2017-03-27,14.95,15.9,14.95,15.8,15.355843,51800
2017-03-28,15.6,16.0,15.6,15.9,15.453032,17500
2017-03-29,15.8,15.86,15.45,15.45,15.015680999999999,10600
2017-03-30,15.2,15.5,15.2,15.4,14.967087,12900
2017-03-31,15.3,15.7,14.9,15.7,15.258654,48900
2017-04-03,15.65,16.25,14.6,14.65,14.238171,50200
2017-04-04,14.6,15.25,14.55,15.0,14.578331,52800
2017-04-05,15.1,15.35,13.95,14.2,13.800820000000002,71500
2017-04-06,14.25,14.55,14.0,14.25,13.849414999999999,36600
2017-04-07,14.25,14.25,13.65,13.75,13.363470000000001,20900
2017-04-10,13.8,13.85,13.6,13.7,13.314877,4300
2017-04-11,13.7,14.2,13.65,14.1,13.703632,22200
2017-04-12,14.05,14.5,13.65,13.8,13.412066000000001,18000
2017-04-13,13.8,13.85,13.7,13.8,13.412066000000001,14100
2017-04-17,14.0,14.0,13.65,13.7,13.314877,20000
2017-04-18,13.75,14.25,13.7,13.85,13.46066,56900
2017-04-19,14.3,14.35,13.75,13.9,13.509254,39500
2017-04-20,13.85,14.35,13.85,13.95,13.557848000000002,10200
2017-04-21,13.9,13.9,13.7,13.7,13.314877,10100
2017-04-24,13.7,13.9,13.6,13.85,13.46066,8800
2017-04-25,13.75,14.0,13.7,14.0,13.606442999999999,8200
2017-04-26,13.95,14.2,13.65,14.15,13.752226,5000
2017-04-27,14.2,14.25,13.78,14.0,13.606442999999999,8500
2017-04-28,13.75,14.2,13.75,14.0,13.606442999999999,111500
2017-05-01,14.15,14.48,14.0,14.3,13.898010000000001,105200
2017-05-02,14.3,14.5,14.25,14.45,14.043792999999999,5500
2017-05-03,14.5,14.65,14.17,14.45,14.043792999999999,4200
2017-05-04,14.53,14.7,14.4,14.5,14.092386,19600
2017-05-05,14.5,14.6,14.5,14.55,14.140982000000001,2400
2017-05-08,14.5,14.5,13.85,14.15,13.752226,15500
2017-05-09,14.55,14.9,14.45,14.9,14.481142000000002,7000
2017-05-10,14.87,14.9,14.45,14.75,14.335360000000001,15400
2017-05-11,14.8,15.0,14.8,15.0,14.578331,7900
2017-05-12,14.8,14.85,14.75,14.8,14.383954000000001,1400
2017-05-15,14.8,15.35,14.8,15.25,14.821304000000001,15200
2017-05-16,15.35,15.35,15.15,15.15,14.724114000000002,5800
2017-05-17,15.1,15.1,14.75,14.75,14.335360000000001,6900
2017-05-18,14.57,14.69,14.55,14.55,14.140982000000001,6600
2017-05-19,14.55,14.7,14.55,14.7,14.286764000000002,8700
2017-05-22,14.55,14.9,13.87,14.2,13.991176000000001,15600
2017-05-23,14.45,14.63,14.1,14.1,13.892647,6100
2017-05-24,14.15,14.4,14.1,14.25,14.040441,59700
2017-05-25,14.85,14.9,14.1,14.15,13.941911,7500
2017-05-26,14.1,14.15,13.9,14.0,13.794117000000002,1500
2017-05-30,13.73,14.3,13.7,14.25,14.040441,52100
2017-05-31,14.2,14.2,13.75,13.9,13.695588,9900
2017-06-01,14.0,14.15,13.75,13.8,13.597059,7800
2017-06-02,13.9,13.9,13.45,13.9,13.695588,67800
2017-06-05,14.0,14.05,13.6,13.7,13.498529000000001,29500
2017-06-06,13.77,13.8,13.5,13.5,13.301471,34400
2017-06-07,13.6,13.65,12.86,12.9,12.710294000000001,43400
2017-06-08,12.73,12.78,12.35,12.5,12.316175999999999,52700
2017-06-09,12.55,13.5,12.41,13.35,13.153676999999998,54500
2017-06-12,13.5,13.75,13.35,13.5,13.301471,18400
2017-06-13,13.5,13.65,13.43,13.6,13.400001000000001,7800
2017-06-14,13.55,13.55,13.5,13.5,13.301471,2700
2017-06-15,13.45,13.54,13.15,13.45,13.252206,17900
2017-06-16,13.35,13.75,13.15,13.2,13.005882000000001,54800
