Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,40.599998,40.82,40.57,40.790001000000004,40.148872,143800
2017-01-04,41.060001,41.18,41.049999,41.18,40.532745,5400
2017-01-05,41.200001,41.580002,41.200001,41.549999,40.896927000000005,11700
2017-01-06,41.41,41.580002,41.369999,41.52,40.867401,9100
2017-01-09,41.380001,41.450001,41.380001,41.450001,40.7985,23900
2017-01-10,41.630001,41.630001,41.419998,41.419998,40.76897,44200
2017-01-11,41.32,41.630001,41.32,41.580002,40.926456,63300
2017-01-12,42.060001,42.060001,41.93,41.98,41.320168,5000
2017-01-13,42.0,42.209998999999996,42.0,42.169998,41.507179,27300
2017-01-17,41.970001,42.060001,41.959998999999996,41.98,41.320168,6100
2017-01-18,41.860001000000004,41.959998999999996,41.830002,41.860001000000004,41.202057,16500
2017-01-19,41.77,41.93,41.75,41.889998999999996,41.231583,8400
2017-01-20,41.91,42.060001,41.91,42.060001,41.398914000000005,1100
2017-01-23,42.02,42.16,41.939999,42.099998,41.438282,27500
2017-01-24,41.880001,41.900002,41.790001000000004,41.830002,41.172527,4200
2017-01-25,42.439999,42.560001,42.400002,42.560001,41.891052,16700
2017-01-26,42.790001000000004,42.790001000000004,42.509997999999996,42.560001,41.891052,44500
2017-01-27,42.610001000000004,42.610001000000004,42.389998999999996,42.490002000000004,41.822155,25100
2017-01-30,42.34,42.389998999999996,42.040001000000004,42.369999,41.704037,22300
2017-01-31,42.709998999999996,42.709998999999996,42.310001,42.459998999999996,41.792625,82100
2017-02-01,42.93,42.93,42.59,42.68,42.009167,19400
2017-02-02,42.950001,42.950001,42.650002,42.720001,42.048538,39100
2017-02-03,42.84,43.0,42.84,42.919998,42.245391999999995,16300
2017-02-06,42.91,42.91,42.73,42.830002,42.156811,4100
2017-02-07,42.759997999999996,42.919998,42.759997999999996,42.82,42.146965,48300
2017-02-08,42.740002000000004,42.869999,42.720001,42.84,42.166653000000004,10700
2017-02-09,42.75,42.810001,42.75,42.790001000000004,42.117439000000005,1600
2017-02-10,42.790001000000004,42.950001,42.759997999999996,42.91,42.23555,11700
2017-02-13,42.91,42.93,42.849998,42.91,42.23555,4900
2017-02-14,42.91,43.02,42.869999,43.02,42.343821999999996,9600
2017-02-15,42.810001,43.080002,42.810001,43.080002,42.402882,6000
2017-02-16,43.169998,43.369999,43.169998,43.34,42.658794,19000
2017-02-17,43.150002,43.220001,43.060001,43.220001,42.54068,22600
2017-02-21,43.310001,43.360001000000004,43.279999,43.34,42.658794,9200
2017-02-22,43.110001000000004,43.279999,43.060001,43.25,42.570206,9400
2017-02-23,43.220001,43.41,43.220001,43.279999,42.599734999999995,5100
2017-02-24,42.880001,42.970001,42.869999,42.889998999999996,42.215866,4100
2017-02-27,43.040001000000004,43.220001,43.040001000000004,43.080002,42.402882,2600
2017-02-28,43.290001000000004,43.41,43.279999,43.310001,42.629265000000004,5400
2017-03-01,43.400002,43.810001,43.400002,43.740002000000004,43.052509,74100
2017-03-02,43.450001,43.490002000000004,43.330002,43.389998999999996,42.708008,23400
2017-03-03,43.470001,43.68,43.450001,43.669998,42.983604,4400
2017-03-06,43.540001000000004,43.549999,43.419998,43.48,42.796593,5500
2017-03-07,43.299999,43.59,43.299999,43.57,42.885178,5800
2017-03-08,43.5,43.509997999999996,43.41,43.41,42.727692,48200
2017-03-09,43.48,43.709998999999996,43.48,43.700001,43.013134,3200
2017-03-10,43.900002,43.98,43.82,43.919998,43.229675,158900
2017-03-13,43.990002000000004,44.189999,43.990002000000004,44.16,43.465903999999995,17300
2017-03-14,43.919998,44.02,43.919998,44.0,43.308417999999996,24400
2017-03-15,44.169998,44.57,44.040001000000004,44.549999,43.849773,6100
2017-03-16,44.650002,44.869999,44.650002,44.84,44.135216,16100
2017-03-17,44.849998,44.919998,44.799999,44.919998,44.213959,1200
2017-03-20,45.009997999999996,45.009997999999996,44.799999,44.799999,44.095844,36200
2017-03-21,45.139998999999996,45.139998999999996,44.43,44.43,43.731663,22900
2017-03-22,44.32,44.529999,44.299999,44.529999,43.830086,4300
2017-03-23,44.580002,44.869999,44.57,44.73,44.026943,19200
2017-03-24,44.689999,44.880001,44.669998,44.84,44.135216,4100
2017-03-27,44.700001,44.970001,44.700001,44.950001,44.243488,20900
2017-03-28,44.970001,45.09,44.880001,44.880001,44.174587,3400
2017-03-29,44.599998,44.77,44.599998,44.759997999999996,44.056473,2600
2017-03-30,44.849998,44.860001000000004,44.75,44.77,44.066319,2100
2017-03-31,44.669998,44.900002,44.669998,44.860001000000004,44.154903000000004,10300
2017-04-03,44.759997999999996,44.759997999999996,44.57,44.720001,44.017105,8500
2017-04-04,44.799999,44.799999,44.650002,44.779999,44.076157,2900
2017-04-05,44.650002,44.650002,44.419998,44.439999,43.741501,29700
2017-04-06,44.560001,44.560001,44.490002000000004,44.52,43.820248,4700
2017-04-07,44.57,44.580002,44.490002000000004,44.540001000000004,43.839931,1000
2017-04-10,44.490002000000004,44.490002000000004,44.450001,44.48,43.780876,2000
2017-04-11,44.700001,44.84,44.68,44.84,44.135216,11100
2017-04-12,44.970001,45.09,44.849998,45.040001000000004,44.332073,4100
2017-04-13,44.970001,44.970001,44.849998,44.849998,44.145058,2300
2017-04-17,45.02,45.07,44.959998999999996,44.959998999999996,44.25333,7900
2017-04-18,44.73,44.900002,44.689999,44.860001000000004,44.154903000000004,3200
2017-04-19,44.98,44.98,44.849998,44.849998,44.145058,1800
2017-04-20,45.25,45.41,45.25,45.310001,44.597832000000004,16200
2017-04-21,45.09,45.240002000000004,45.09,45.240002000000004,44.528931,5100
2017-04-24,45.93,45.98,45.93,45.98,45.257298,1900
2017-04-25,46.669998,46.709998999999996,46.669998,46.709998999999996,45.975821999999994,3900
2017-04-26,46.939999,46.98,46.799999,46.799999,46.064407,7800
2017-04-27,47.119999,47.23,47.119999,47.169998,46.428593,4600
2017-04-28,47.369999,47.369999,47.18,47.23,46.487652000000004,1700
2017-05-01,47.360001000000004,47.529999,47.360001000000004,47.490002000000004,46.743565000000004,8100
2017-05-02,47.810001,47.950001,47.759997999999996,47.93,47.176646999999996,11800
2017-05-03,47.959998999999996,47.970001,47.810001,47.900002,47.147121000000006,40900
2017-05-04,48.029999,48.389998999999996,47.98,48.389998999999996,47.629417,16200
2017-05-05,48.450001,48.73,48.41,48.700001,47.934546999999995,6800
2017-05-08,48.18,48.18,48.060001,48.139998999999996,47.383347,11100
2017-05-09,48.060001,48.119999,47.900002,47.950001,47.196335,31500
2017-05-10,47.950001,48.139998999999996,47.950001,48.130001,47.373505,13600
2017-05-11,48.0,48.0,47.889998999999996,47.950001,47.196335,16500
2017-05-12,48.09,48.48,47.950001,48.470001,47.70816,5400
2017-05-15,48.849998,48.91,48.849998,48.91,48.141247,4300
2017-05-16,49.349998,49.52,49.349998,49.52,48.741657000000004,3200
2017-05-17,49.310001,49.310001,48.43,48.439999,47.678631,23200
2017-05-18,48.07,48.630001,48.07,48.630001,47.865646000000005,20900
2017-05-19,49.25,49.450001,49.25,49.32,48.5448,294100
2017-05-22,49.77,49.919998,49.68,49.689999,48.908984999999994,11700
2017-05-23,49.82,49.900002,49.68,49.830002,49.046787,26500
2017-05-24,49.720001,49.77,49.57,49.77,48.987728000000004,3100
2017-05-25,49.990002000000004,49.990002000000004,49.779999,49.869999,49.086155,74400
2017-05-26,49.759997999999996,49.990002000000004,49.759997999999996,49.98,49.194427000000005,32900
2017-05-30,49.619999,49.77,49.619999,49.77,48.987728000000004,2500
2017-05-31,50.0,50.029999,49.84,49.849998,49.066466999999996,6100
2017-06-01,50.119999,50.220001,49.990002000000004,49.990002000000004,49.204273,27800
2017-06-02,50.450001,50.619999,50.380001,50.57,49.775154,3600
2017-06-05,50.450001,50.450001,50.200001,50.360001000000004,49.568455,48800
2017-06-06,50.130001,50.279999,50.099998,50.279999,49.489712,5100
2017-06-07,50.189999,50.27,50.0,50.209998999999996,49.420811,20900
2017-06-08,49.849998,49.849998,49.700001,49.810001,49.0271,23400
2017-06-09,49.939999,50.049999,49.779999,49.98,49.194427000000005,57500
2017-06-12,49.43,49.43,49.0,49.310001,48.534958,14900
2017-06-13,49.580002,49.84,49.580002,49.790001000000004,49.007416,9300
2017-06-14,50.02,50.080002,49.66,49.830002,49.046787,6700
2017-06-15,49.009997999999996,49.240002000000004,48.970001,49.240002000000004,48.466060999999996,6600
2017-06-16,49.639998999999996,50.07,49.639998999999996,50.07,49.283012,13400
2017-06-19,50.310001,50.310001,50.200001,50.299999,49.509396,7000
2017-06-20,50.080002,50.080002,49.740002000000004,49.799999,49.017254,13800
2017-06-21,49.779999,49.880001,49.779999,49.880001,49.096001,26500
2017-06-22,49.119999,49.119999,48.950001,48.98,48.98,7000
2017-06-23,48.860001000000004,49.16,48.860001000000004,49.07,49.07,4200
2017-06-26,49.25,49.25,48.939999,48.98,48.98,12400
2017-06-27,49.009997999999996,49.139998999999996,48.98,49.07,49.07,66700
2017-06-28,49.029999,49.080002,48.860001000000004,49.02,49.02,7000
2017-06-29,48.82,48.82,48.450001,48.560001,48.560001,22800
2017-06-30,48.790001000000004,48.889998999999996,48.599998,48.77,48.77,7600
2017-07-03,48.880001,48.98,48.880001,48.889998999999996,48.889998999999996,3700
2017-07-05,48.84,49.040001000000004,48.82,48.900002,48.900002,28700
2017-07-06,48.41,48.630001,48.279999,48.549999,48.549999,5500
2017-07-07,48.740002000000004,48.860001000000004,48.709998999999996,48.82,48.82,3400
2017-07-10,48.91,49.029999,48.91,48.990002000000004,48.990002000000004,5000
2017-07-11,48.5,48.779999,48.439999,48.700001,48.700001,6200
2017-07-12,49.150002,49.27,49.150002,49.209998999999996,49.209998999999996,3600
2017-07-13,49.18,49.32,49.18,49.299999,49.299999,6700
2017-07-14,49.369999,49.619999,49.34,49.619999,49.619999,24900
2017-07-17,49.709998999999996,49.77,49.639998999999996,49.720001,49.720001,4600
2017-07-18,49.880001,49.98,49.830002,49.900002,49.900002,2700
2017-07-19,50.240002000000004,50.400002,50.240002000000004,50.27,50.27,2900
2017-07-20,50.349998,50.57,50.27,50.529999,50.529999,3200
2017-07-21,50.150002,50.310001,50.02,50.259997999999996,50.259997999999996,2800
2017-07-24,50.150002,50.240002000000004,50.049999,50.150002,50.150002,8200
2017-07-25,50.240002000000004,50.240002000000004,49.75,49.790001000000004,49.790001000000004,4000
2017-07-26,50.02,50.34,50.02,50.34,50.34,1400
2017-07-27,50.209998999999996,50.209998999999996,49.790001000000004,49.790001000000004,49.790001000000004,3000
2017-07-28,49.509997999999996,49.57,49.509997999999996,49.57,49.57,2300
2017-07-31,49.880001,50.0,49.799999,49.869999,49.869999,6300
2017-08-01,50.189999,50.279999,50.139998999999996,50.23,50.23,8100
2017-08-02,50.32,50.439999,50.23,50.360001000000004,50.360001000000004,24900
2017-08-03,50.439999,50.52,50.389998999999996,50.389998999999996,50.389998999999996,2100
2017-08-04,50.369999,50.48,50.369999,50.48,50.48,6200
2017-08-07,50.48,50.48,50.48,50.48,50.48,1100
2017-08-08,50.299999,50.299999,50.18,50.18,50.18,1700
2017-08-09,50.240002000000004,50.41,50.150002,50.41,50.41,5600
2017-08-10,49.889998999999996,49.889998999999996,49.43,49.490002000000004,49.490002000000004,6400
2017-08-11,49.299999,49.369999,49.09,49.32,49.32,6200
2017-08-14,49.599998,49.799999,49.59,49.59,49.59,5900
